id,address,data,item_data,item_lookup,og_name,area,location,type,valid,reqs
272,C877DE,01480500682a02,0068,068,Small Medal,Bonus Dungeon,Underworld Area 2,chest,no_keys,
273,C877E5,80460a00592c02,0059,059,Strength Seed,Bonus Dungeon,Necrogond Area 1F Top,search,no_keys,
274,C877EC,c0c50b805b2d02,805b,85b,Life Nut,Bonus Dungeon,Necrogond Area 1F Bottom,search,no_keys,
275,C877F3,804506806d2e02,806d,86d,Hero Guide,Bonus Dungeon,Samanosa Prison Area Left,search,no_keys,
276,C877FA,84430600682f02,0068,068,Small Medal,Bonus Dungeon,Samanosa Prison Area Right,search,no_keys,
277,C87801,80440a00723002,0072,072,Pachisi Ticket,Bonus Dungeon,Arena Area,search,no_keys,
278,C87808,444305804f3102,804f,84f,Flee Ring,Bonus Dungeon,Reeve Area Left Pot,search,no_keys,
279,C8780F,84430500683202,0068,068,Small Medal,Bonus Dungeon,Reeve Area Right Pot,search,no_keys,
280,C87816,04c305805d3302,805d,85d,Wing Of Wyvern,Shrine of Temptation,Left Pot,search,valid,thief_key
281,C8781D,84c30500683402,0068,068,Small Medal,Shrine of Temptation,Right Pot,search,valid,thief_key
282,C87824,c0c81200094800,0009,009,Gaia Sword,Shrine Prison,Simon Cell,search,valid,final_key
283,C8782B,84c30900683502,0068,068,Small Medal,Shrine Prison,Left Cell,search,valid,final_key
284,C87832,8a0406806e3602,806e,86e,Tomboy Book,Desert Shrine,Right Bookcase,search,valid,
285,C87839,c4420500683702,0068,068,Small Medal,Desert Shrine,Left Pot,search,valid,
286,C87840,47420600723802,0072,072,Pachisi Ticket,Desert Shrine,Left Drawer,search,valid,
287,C87847,c0c40700723902,0072,072,Pachisi Ticket,Necrogond Shrine,Left Cross,search,valid,
288,C8784E,40c50700683a02,0068,068,Small Medal,Necrogond Shrine,Middle Cross,search,valid,
289,C87855,c0c50700723b02,0072,072,Pachisi Ticket,Necrogond Shrine,Right Cross,search,valid,
290,C8785C,87c20480003c02,8000,800,Cypress Stick,East Dharma Shrine,Left Drawer,search,valid,magic_key
291,C87863,87c50400683d02,0068,068,Small Medal,East Dharma Shrine,Right Drawer,search,valid,magic_key
292,C8786A,80450d00683e02,0068,068,Small Medal,West Edinbear Shrine,Above Pool,search,valid,
293,C87871,c0c20600623f02,0062,062,Silver Harp,Garin Shrine,Underground B1,search,valid,
294,C87878,c7c30600484002,0048,048,Mohawk Wig,Garin Shrine,Left Drawer,search,valid,
295,C8787F,47c40600684102,0068,068,Small Medal,Garin Shrine,Right Drawer,search,valid,
296,C87886,80880900684302,0068,068,Small Medal,Dark World Harbor,Pier NE,search,valid,
297,C8788D,80420a00594402,0059,059,Strength Seed,Dark World Harbor,Left Trees,search,valid,
298,C87894,474408805a4502,805a,85a,Luck Seed,Dark World Harbor,Right Drawer,search,valid,
299,C8789B,00c608804a4602,804a,84a,Silver Rosary,Rubiss Shrine,Flowers 2F NE,search,valid,
300,C878A2,80440c00684702,0068,068,Small Medal,Rubiss Shrine,Carpet,search,valid,
301,C878A9,c0430c00684802,0068,068,Small Medal,Rain Staff Shrine,Left Cross,search,valid,
302,C878B0,20840e00684902,0068,068,Small Medal,Portoga Shrine Portoga Side,Warp Area,search,valid,"magic_key, final_key"
303,C878B7,40440a00684a02,0068,068,Small Medal,Final Key Shrine,Below Cell,search,valid,
304,C878BE,41440d80563800,8056,856,Final Key,Final Key Shrine,Main Chest,chest,valid,
305,C878C5,e0830700684b02,0068,068,Small Medal,Hobbit Shrine,Behind Throne,search,valid,
306,C878CC,408a0f00684c02,0068,068,Small Medal,Cape Olivia Shrine,Between Gates,search,valid,
307,C878D3,00479900684d02,0068,068,Small Medal,Ramia Shrine,Bottom Stairs,search,valid,
308,C878DA,41c60a00684f02,0068,068,Small Medal,Najimi Tower,Floor 3F 1,chest,valid,
309,C878E1,c1c615805d5002,805d,85d,Wing Of Wyvern,Najimi Tower,Floor 3F 2,chest,valid,
310,C878E8,01cf10803d5102,803d,83d,Wooden Helmet,Najimi Tower,Underground B1 Left,chest,valid,thief_key
311,C878EF,81cf1080595202,8059,859,Agility Seed,Najimi Tower,Underground B1 Right,chest,valid,thief_key
312,C878F6,ca8309806e5402,806e,86e,Tomboy Book,Najimi Tower,Thief Key Room,search,valid,
313,C878FD,c1ca18005b5502,005b,05b,Wisdom Seed,Garuna Tower,Floor 1F,chest,valid,
314,C87904,41470f00445602,0044,044,Zen Book,Garuna Tower,Floor 2F Secret Area,chest,valid,
315,C8790B,81491400685802,0068,068,Small Medal,Garuna Tower,Floor 2F,chest,valid,
316,C87912,01c306803e5902,803e,83e,Silver Barrette,Garuna Tower,Floor 6F,chest,valid,
317,C87919,c1c50a00615a02,0061,061,Echo Flute,Arb Tower,Secret Area Top Left,chest,valid,
318,C87920,c1450b00685b02,0068,068,Small Medal,Arb Tower,Secret Area Bottom Left,chest,valid,
319,C87927,01460b805b5c02,805b,85b,Life Nut,Arb Tower,Secret Area Bottom Right,chest,valid,
320,C8792E,41440f00686002,0068,068,Small Medal,Arb Tower,Top Floor S,chest,valid,
321,C87935,c1430e004f5e02,004f,04f,Benevolent Ring,Arb Tower,Top Floor SW,chest,valid,
322,C8793C,81490800356302,0035,035,Bronze Shield,Shampane Tower,Floor 3F,chest,valid,
323,C87943,c14206803c6102,803c,83c,Leather Hat,Shampane Tower,Floor 6F,invalid,invalid,
324,C8794A,70480e00686602,0068,068,Small Medal,Rubiss Tower,Floor 2F Top Top Right,chest,valid,
325,C87951,10480e80456902,8045,845,Strength Ring,Rubiss Tower,Floor 2F Top Top Left,chest,valid,
326,C87958,104816805b6a02,805b,85b,Life Nut,Rubiss Tower,Floor 2F Bottom Top Left,chest,valid,
327,C8795F,504816004f6b02,004f,04f,Benevolent Ring,Rubiss Tower,Floor 2F Bottom Top Right,chest,valid,
328,C87966,10c81600146c02,0014,014,Flamerang,Rubiss Tower,Floor 2F Bottom Bottom Left,chest,valid,
329,C8796D,50c816805b6d02,805b,85b,Life Nut,Rubiss Tower,Floor 2F Bottom Bottom Right,chest,valid,
330,C87974,50c71280225400,8022,822,Light Armor,Rubiss Tower,Floor 4F,chest,valid,
331,C8797B,50c50600686e02,0068,068,Small Medal,Rubiss Tower,Floor 3F,chest,valid,
332,C87982,00c81006726f02,0672,072,Pachisi Ticket,Rubiss Tower,Floor 3F,search,valid,
333,C87989,014406803c6102,803c,83c,Leather Hat,Shampane Tower,Floor 6F,invalid,invalid,
334,C87990,81471280147002,8014,814,Wrecking Flail,Bonus Dungeon,Dragon God Area Exterior,chest,no_keys,
335,C87997,81c60a00687102,0068,068,Small Medal,Bonus Dungeon,Dragon God Area 1F,chest,no_keys,
336,C8799E,c1c60a80487202,8048,848,Ruby Ring,Bonus Dungeon,Dragon God Area 1F,chest,no_keys,
337,C879A5,81c60a00437302,0043,043,Lucky Shoes,Bonus Dungeon,Dragon God Area 2F,chest,no_keys,
338,C879AC,c1c61500687402,0068,068,Small Medal,Bonus Dungeon,Dragon God Area 2F,chest,no_keys,
339,C879B3,41440900688a02,0068,068,Small Medal,Pyramid,Floor 1F,chest,valid,
340,C879BA,01c41d005b8c02,005b,05b,Wisdom Seed,Pyramid,Floor 2F,chest,valid,
341,C879C1,014808005a7702,005a,05a,Stamina Seed,Pyramid,Magic Key Floor Left,chest,valid,
342,C879C8,41480800563700,0056,056,Magic Key,Pyramid,Magic Key Floor Right,chest,valid,
343,C879CF,c1c40700208402,0020,020,Flashy Suit,Pyramid,Top Floor,chest,valid,magic_key
344,C879D6,80c20700688b02,0068,068,Small Medal,Pyramid,Top Exterior Left Side,search,valid,magic_key
345,C879DD,41c41b80049102,8004,804,Poison Dagger,Ghost Ship,Floor B1 Room Bottom Right,chest,valid,thief_key
346,C879E4,01c420005f4700,005f,05f,Lovely Memories,Ghost Ship,Bottom Main Chest,chest,valid,
347,C879EB,41c41a00728e02,0072,072,Pachisi Ticket,Ghost Ship,Floor B1 Room Top Middle,chest,valid,thief_key
348,C879F2,07c40f80479302,8047,847,Garter Belt,Ghost Ship,Floor B1 Top Middle Drawer,search,valid,
349,C879F9,05c51a00689402,0068,068,Small Medal,Ghost Ship,Floor B1 Room Barrel,search,valid,thief_key
350,C87A00,44451c00599502,0059,059,Strength Seed,Ghost Ship,Floor B1 Room Pot,search,valid,thief_key
351,C87A07,c5c41a00689202,0068,068,Small Medal,Ghost Ship,Floor 1F Right Barrel ,search,valid,
352,C87A0E,01440580039602,8003,803,Steel Sword,Pachisi Track Romaly,Reward 1,pachisi,no_keys,
353,C87A15,e1df3f805b9802,805b,85b,Life Nut,Pachisi Track Romaly,Reward 2,pachisi,no_keys,
354,C87A1C,e1df3f00729902,0072,072,Pachisi Ticket,Pachisi Track Romaly,Reward 3,pachisi,no_keys,
355,C87A23,e1df3f00139a02,0013,013,Boomerang,Pachisi Track Romaly,Reward 4,pachisi,no_keys,
356,C87A2A,e1df3f005c9b02,005c,05c,Medical Herb,Pachisi Track Romaly,Reward 5,pachisi,no_keys,
357,C87A31,e1df3f00029c02,0002,002,Sacred Knife,Pachisi Track Romaly,Reward 6,pachisi,no_keys,
358,C87A38,e1df3f803c9d02,803c,83c,Leather Hat,Pachisi Track Romaly,Reward 7,pachisi,no_keys,
359,C87A3F,00050700729e02,0072,072,Pachisi Ticket,Pachisi Track Romaly,Pachisi Exterior,pachisi,no_keys,
360,C87A46,e1df3f00599f02,0059,059,Strength Seed,Pachisi Track Ashalam,Reward 1,pachisi,no_keys,
361,C87A4D,e1df3f803da002,803d,83d,Wooden Helmet,Pachisi Track Ashalam,Reward 2,pachisi,no_keys,
362,C87A54,e1df3f0005a102,0005,005,Iron Claws,Pachisi Track Ashalam,Reward 3,pachisi,no_keys,
363,C87A5B,e1df3f0072a202,0072,072,Pachisi Ticket,Pachisi Track Ashalam,Reward 4,pachisi,no_keys,
364,C87A62,e1df3f0068a302,0068,068,Small Medal,Pachisi Track Ashalam,Reward 5,pachisi,no_keys,
365,C87A69,e1df3f801ba402,801b,81b,Steel Needle,Pachisi Track Ashalam,Reward 6,pachisi,no_keys,
366,C87A70,81450e0068a502,0068,068,Small Medal,Pachisi Track Ashalam,Reward 7,pachisi,no_keys,
367,C87A77,c1450e8012a602,8012,812,Morning Star,Pachisi Track Ashalam,Reward 8,pachisi,no_keys,
368,C87A7E,a082060068a702,0068,068,Small Medal,Pachisi Track Ashalam,Pachisi Exterior,pachisi,no_keys,
369,C87A85,e1df3f0059a802,0059,059,Strength Seed,Pachisi Track Cape,Reward 1,pachisi,no_keys,
370,C87A8C,e1df3f803ba902,803b,83b,Turban,Pachisi Track Cape,Reward 2,pachisi,no_keys,
371,C87A93,e1df3f803eaa02,803e,83e,Silver Barrette,Pachisi Track Cape,Reward 3,pachisi,no_keys,
372,C87A9A,e1df3f004dab02,004d,04d,Power Belt,Pachisi Track Cape,Reward 4,pachisi,no_keys,
373,C87AA1,e1df3f0072ac02,0072,072,Pachisi Ticket,Pachisi Track Cape,Reward 5,pachisi,no_keys,
374,C87AA8,e1df3f805aad02,805a,85a,Luck Seed,Pachisi Track Cape,Reward 6,pachisi,no_keys,
375,C87AAF,e1df3f0072ae02,0072,072,Pachisi Ticket,Pachisi Track Cape,Reward 7,pachisi,no_keys,
376,C87AB6,e1df3f0020af02,0020,020,Flashy Suit,Pachisi Track Cape,Reward 8,pachisi,no_keys,
377,C87ABD,e1df3f0068b002,0068,068,Small Medal,Pachisi Track Cape,Reward 9,pachisi,no_keys,
378,C87AC4,e1df3f8018b102,8018,818,Assassin Dagger,Pachisi Track Cape,Reward 10,pachisi,no_keys,
379,C87ACB,e1df3f802cb202,802c,82c,Magical Skirt,Pachisi Track Cape,Reward 11,pachisi,no_keys,
380,C87AD2,8144050030b302,0030,030,Party Dress,Pachisi Track Cape,Reward 12,pachisi,no_keys,
381,C87AD9,41c607806ab402,806a,86a,Mystic Nut,Pachisi Track Cape,Reward 13,pachisi,no_keys,
382,C87AE0,01480a001eb502,001e,01e,Dragon Tail,Pachisi Track Cape,Reward 14,pachisi,no_keys,
383,C87AE7,41480a8059b602,8059,859,Agility Seed,Pachisi Track Cape,Reward 15,pachisi,no_keys,
384,C87AEE,8044050068b702,0068,068,Small Medal,Pachisi Track Cape,Pachisi Exterior 1,pachisi,no_keys,
385,C87AF5,40c6070072b802,0072,072,Pachisi Ticket,Pachisi Track Cape,Pachisi Exterior 2,pachisi,no_keys,
386,C87AFC,00c60f0068b902,0068,068,Small Medal,Pachisi Track Cape,Pachisi Exterior 3,pachisi,no_keys,
387,C87B03,e1df3f0068ba02,0068,068,Small Medal,Pachisi Track Kol,Reward 1,pachisi,no_keys,
388,C87B0A,e1df3f803bbb02,803b,83b,Turban,Pachisi Track Kol,Reward 2,pachisi,no_keys,
389,C87B11,e1df3f001ebc02,001e,01e,Dragon Tail,Pachisi Track Kol,Reward 3,pachisi,no_keys,
390,C87B18,e1df3f005abd02,005a,05a,Stamina Seed,Pachisi Track Kol,Reward 4,pachisi,no_keys,
391,C87B1F,e1df3f805bbe02,805b,85b,Life Nut,Pachisi Track Kol,Reward 5,pachisi,no_keys,
392,C87B26,e1df3f0054bf02,0054,054,Life Stone,Pachisi Track Kol,Reward 6,pachisi,no_keys,
393,C87B2D,e1df3f806ac002,806a,86a,Mystic Nut,Pachisi Track Kol,Reward 7,pachisi,no_keys,
394,C87B34,e1df3f804fc102,804f,84f,Flee Ring,Pachisi Track Kol,Reward 8,pachisi,no_keys,
395,C87B3B,e1df3f006dc202,006d,06d,Muscle Guidebook,Pachisi Track Kol,Reward 9,pachisi,no_keys,
396,C87B42,e1df3f8030c302,8030,830,Dark Outfit,Pachisi Track Kol,Reward 10,pachisi,no_keys,
397,C87B49,e1df3f8059c402,8059,859,Agility Seed,Pachisi Track Kol,Reward 11,pachisi,no_keys,
398,C87B50,e1df3f0068c502,0068,068,Small Medal,Pachisi Track Kol,Reward 12,pachisi,no_keys,
399,C87B57,e1df3f005ec602,005e,05e,Yggdrasil Leaf,Pachisi Track Kol,Reward 13,pachisi,no_keys,
400,C87B5E,e1df3f805bc802,805b,85b,Life Nut,Pachisi Track Kol,Reward 14,pachisi,no_keys,
401,C87B65,41c90c002dc902,002d,02d,Light Dress,Pachisi Track Kol,Reward 15,pachisi,no_keys,
402,C87B6C,01c6150012ca02,0012,012,Gringham Whip,Pachisi Track Kol,Reward 16,pachisi,no_keys,
403,C87B73,c1c20a0045cb02,0045,045,Life Ring,Pachisi Track Kol,Reward 17,pachisi,no_keys,
404,C87B7A,80ca060072cc02,0072,072,Pachisi Ticket,Pachisi Track Kol,Reward 18,pachisi,no_keys,
405,C87B81,00c7070072cd02,0072,072,Pachisi Ticket,Pachisi Track Kol,Reward 19,pachisi,no_keys,
406,C87B88,2049100068ce02,0068,068,Small Medal,Pachisi Track Kol,Reward 20,pachisi,no_keys,
407,C87B8F,2005050072cf02,0072,072,Pachisi Ticket,Pachisi Track Kol,Pachisi Exterior 1,pachisi,no_keys,
408,C87B96,a083080072d002,0072,072,Pachisi Ticket,Pachisi Track Kol,Pachisi Exterior 2,pachisi,no_keys,
409,C87B9D,a086080072d102,0072,072,Pachisi Ticket,Pachisi Track Kol,Pachisi Exterior 3,pachisi,no_keys,
410,C87BA4,e1df3f805bd202,805b,85b,Life Nut,Pachisi Track Zipangu,Reward 1,pachisi,no_keys,
411,C87BAB,e1df3f806ad302,806a,86a,Mystic Nut,Pachisi Track Zipangu,Reward 2,pachisi,no_keys,
412,C87BB2,e1df3f803ad402,803a,83a,Misery Helmet,Pachisi Track Zipangu,Reward 3,pachisi,no_keys,
413,C87BB9,e1df3f8040d502,8040,840,Silk Hat,Pachisi Track Zipangu,Reward 4,pachisi,no_keys,
414,C87BC0,e1df3f0047d602,0047,047,Stone Wig,Pachisi Track Zipangu,Reward 5,pachisi,no_keys,
415,C87BC7,e1df3f8050d702,8050,850,Tube Socks,Pachisi Track Zipangu,Reward 6,pachisi,no_keys,
416,C87BCE,e1df3f0008d802,0008,008,Demon Axe,Pachisi Track Zipangu,Reward 7,pachisi,no_keys,
417,C87BD5,e1df3f0059d902,0059,059,Strength Seed,Pachisi Track Zipangu,Reward 8,pachisi,no_keys,
418,C87BDC,e1df3f004bda02,004b,04b,Pacifier,Pachisi Track Zipangu,Reward 9,pachisi,no_keys,
419,C87BE3,e1df3f001adb02,001a,01a,Dragon Claw,Pachisi Track Zipangu,Reward 10,pachisi,no_keys,
420,C87BEA,e1df3f8053dc02,8053,853,Change Staff,Pachisi Track Zipangu,Reward 11,pachisi,no_keys,
421,C87BF1,e1df3f8042dd02,8042,842,Wizard Ring,Pachisi Track Zipangu,Reward 12,pachisi,no_keys,
422,C87BF8,e1df3f0048de02,0048,048,Mohawk Wig,Pachisi Track Zipangu,Reward 13,pachisi,no_keys,
423,C87BFF,e1df3f804adf02,804a,84a,Silver Rosary,Pachisi Track Zipangu,Reward 14,pachisi,no_keys,
424,C87C06,e1df3f805ae002,805a,85a,Luck Seed,Pachisi Track Zipangu,Reward 15,pachisi,no_keys,
425,C87C0D,e1df3f8050e102,8050,850,Tube Socks,Pachisi Track Zipangu,Reward 16,pachisi,no_keys,
426,C87C14,e1df3f004de202,004d,04d,Power Belt,Pachisi Track Zipangu,Reward 17,pachisi,no_keys,
427,C87C1B,e1df3f0059e302,0059,059,Strength Seed,Pachisi Track Zipangu,Reward 18,pachisi,no_keys,
428,C87C22,e1df3f8042e402,8042,842,Wizard Ring,Pachisi Track Zipangu,Reward 19,pachisi,no_keys,
429,C87C29,e1df3f804ce502,804c,84c,Speed Ring,Pachisi Track Zipangu,Reward 20,pachisi,no_keys,
430,C87C30,e1df3f0032e602,0032,032,Ninja Suit,Pachisi Track Zipangu,Reward 21,pachisi,no_keys,
431,C87C37,e1df3f8048e702,8048,848,Ruby Ring,Pachisi Track Zipangu,Reward 22,pachisi,no_keys,
432,C87C3E,e1df3f0007e802,0007,007,Thor Sword,Pachisi Track Zipangu,Reward 23,pachisi,no_keys,
433,C87C45,e1df3f0027e902,0027,027,Tight Bikini,Pachisi Track Zipangu,Reward 24,pachisi,no_keys,
434,C87C4C,e1df3f005bea02,005b,05b,Wisdom Seed,Pachisi Track Zipangu,Reward 25,pachisi,no_keys,
435,C87C53,e1df3f000aeb02,000a,00a,Sword Of Destruction,Pachisi Track Zipangu,Reward 26,pachisi,no_keys,
436,C87C5A,e1df3f005aec02,005a,05a,Stamina Seed,Pachisi Track Zipangu,Reward 27,pachisi,no_keys,
437,C87C61,e1df3f8037ed02,8037,837,Expel Shield,Pachisi Track Zipangu,Reward 28,pachisi,no_keys,
438,C87C68,e1df3f8034ee02,8034,834,Sorrow Shield,Pachisi Track Zipangu,Reward 29,pachisi,no_keys,
439,C87C6F,e1df3f0059ef02,0059,059,Strength Seed,Pachisi Track Zipangu,Reward 30,pachisi,no_keys,
440,C87C76,e1df3f8043f002,8043,843,Starry Ring,Pachisi Track Zipangu,Reward 31,pachisi,no_keys,
441,C87C7D,01c6060031f102,0031,031,Mystery Bolero,Pachisi Track Zipangu,Reward 32,pachisi,no_keys,
442,C87C84,41c606006af202,006a,06a,Goddess Ring,Pachisi Track Zipangu,Reward 33,pachisi,no_keys,
443,C87C8B,40c5090045f302,0045,045,Life Ring,Pachisi Track Zipangu,Pachisi Exterior 1,pachisi,no_keys,
444,C87C92,00c7098046f402,8046,846,Gale Bandana,Pachisi Track Zipangu,Pachisi Exterior 2,pachisi,no_keys,
